,no,id_numbers,id,tweets,keywords
6352,6352,['1666632112030601220'],1.67e+18,"@pb_in_ny @TheStanislawski I have one unpleasant but perhaps necessary suggestion.

If it appears Russia is prepared to blow the Zaporizha NPP, then a public statement that a comparable Russian nuclear plant will be destroyed in retaliation should be made.",nuclear plant public
6353,6353,['1666578597795045377'],1.67e+18,"NATO should announce that blowing up the Zaporizhzhia nuclear power plant will, not may, trigger article 5, and result in NATO entering the war against Russia.  Public red line.",nuclear plant public
6354,6354,['1666575231690113025'],1.67e+18,"RT @unscear: World experts in radiation science from UNSCEAR are in Japan 19- 22 July 2022, to brief the public and scientific communities?â‚¬?",nuclear plant public
6357,6357,['1666564589067153410'],1.67e+18,"RT @CGPublicSafety: PUBLIC SAFETY PRESENCE AT PARK HIGH SCHOOL IS ONLY A DRILL! 

The school is a designated reception center in the unlike?â‚¬?",nuclear plant public
6358,6358,['1666550706315173895'],1.67e+18,"PUBLIC SAFETY PRESENCE AT PARK HIGH SCHOOL IS ONLY A DRILL! 

The school is a designated reception center in the unlikely event of a radiological release at the Prairie Island Nuclear Generating Plant near Red Wing. Tonight?â‚¬?s drill helps us practice our roles and operations. https://t.co/YblQUqfJND",nuclear plant public
6359,6359,['1666549746482442240'],1.67e+18,NRC Schedules Public Meeting to Discuss VC Summer Nuclear Power Plant Performance https://t.co/bHwxAFJPgL,nuclear plant public
6360,6360,['1666549741172428800'],1.67e+18,NRC Schedules Public Meeting to Discuss Monticello Nuclear Generating Plant Performance https://t.co/r20HKK88hP,nuclear plant public
6361,6361,['1666549735875018752'],1.67e+18,NRC to Hold Public Meeting to Discuss Prairie Island Nuclear Generating Plant Performance https://t.co/LVLUqAAuUo,nuclear plant public
6362,6362,['1666543475704078337'],1.67e+18,RT @BrunswickGovt: ???? @DukeEnergy and county officials will test select outdoor warning sirens around the Brunswick Nuclear Plant from June?â‚¬?,nuclear plant public
6363,6363,['1666536018550333441'],1.67e+18,"???? @DukeEnergy and county officials will test select outdoor warning sirens around the Brunswick Nuclear Plant from June 19 to June 22, 2023. No public action is required.

???? When: June 19 ?â‚¬? June 22
???? Time: 9 a.m. ?â‚¬? 4 p.m.
?????? Info: https://t.co/yAEr2kslFX

@DE_Nuclear https://t.co/oDjHxA6rOL",nuclear fusion technology
6364,6364,['1666522265704452103'],1.67e+18,"@DoombergT You have to consider the public mood. 

Before the nuclear power plant closure, there was a lot of ""we can do it"" in the public and in the newspapers. 
I think it was only when the basic electricity prices were raised by 50% days later that the masses started to rethink. (1/2)",nuclear fusion technology
6365,6365,['1666488302667530241'],1.67e+18,"Lines are still making noise...@PECOconnect this shows u don't take public concerns seriously... @PennsylvaniaGov needs to step in and audit The NUCLEAR POWER PLANT AND CABLES... BEFORE IT BLOWS UP OR SOME SHIT... 

SAVE THE GRID FOR THE PEOPLE,
NOT PROFITS!",nuclear fusion technology
6366,6366,['1666487228757860374'],1.67e+18,"Hopefully, US will use diplom. or if need be other ""more public"" channels or gestures to deter Ru. from similar escalation as to dam north of Kyiv or Zapor. nuclear power plant.",nuclear fusion technology
6367,6367,['1666466338477416449'],1.67e+18,"@OddThinks @business Even handgun background checks? Driver?â‚¬?s licenses? Public transportation safety checks? Nuclear power plant safety checks? Some places, yes, but not every time.",nuclear fusion technology
6368,6368,['1666405975048310786'],1.67e+18,"Hands up anyone that believes Russia did this, the mail reading public certainly don't!
https://t.co/HfnoZwTgE0",nuclear fusion technology
6369,6369,['1666273007206125568'],1.67e+18,"@TuckerCarlson C'mon man, the nuclear plant was decommissioned to prevent just such a thing from happened, this is public knowledge, no need to go there.",nuclear fusion technology
6370,6370,['1666226421902049284'],1.67e+18,"RT @lovelyti: Minnesota regulators said Thursday they're monitoring the cleanup of a leak of 400,000 gallons of radioactive water from Xcel?â‚¬?",nuclear fusion technology
6371,6371,['1666214072122224642'],1.67e+18,@Sprinter99880 Russia has committed a continous string of war crimes but we're supposed to believe Ukraine bombed a dam endangering a nuclear power plant &amp; everyone living there. Russia took control of Chernobyl &amp; risked public safety. Soldiers became sick. We've been here already w/ Russia.,nuclear fusion technology
6373,6373,['1668672063190745088'],1.67e+18,"@SG_Tupper @SallyMayweather @JPeachyLiberty Honestly I?â‚¬?m a fan of modern nuclear power backed with other renewables as we develop the technology. Eventually fusion power will be a reality, sooner if we make the investments.",nuclear fusion technology
6374,6374,['1668489011294531585'],1.67e+18,"He said the media should focus on reporting about the Thailand Institute of Nuclear Technology's experimental machine instead.

The machine is designed to harness fusion energy.

It was donated to the institution by China's Institute of Plasma Physics.",nuclear fusion technology
6375,6375,['1668302845110525952'],1.67e+18,"Further incentivizing the development of Nuclear fusion technology for practical applications, Microsoft has purchased Helion Energy to generate energy successfully within the next five years.

https://t.co/sTsJ3RoPtO",nuclear fusion technology
6377,6377,['1668085201845764103'],1.67e+18,"Project *** FUSION *** devoid of Technological Application.

Mastery over TOTAL energy accumulated in MATTER was NOT achieved in the Manhattan Project, NOR will it currently be possible to achieve Nuclear Fusion.

And yet expensive Technology is NOT requi?â‚¬?https://t.co/meT2XpqDro",nuclear fusion technology
6378,6378,['1668079682716069891'],1.67e+18,RT @kylegriffin1: Breaking WaPo: The Dept. of Energy plans to announce that scientists have been able to produce a fusion reaction that cre?â‚¬?,nuclear fusion technology
6382,6382,['1667902914096930817'],1.67e+18,RT @PopSci: The company is backed by OpenAI CEO Sam Altman. https://t.co/azSv889oom https://t.co/Hxd37t2uPs,nuclear fusion technology
6383,6383,['1667899241530896385'],1.67e+18,The company is backed by OpenAI CEO Sam Altman. https://t.co/azSv889oom https://t.co/Hxd37t2uPs,nuclear fusion technology
6384,6384,['1667881913783123972'],1.67e+18,The @UKAEAofficial has awarded ??6.8m in contracts to seven organizations developing #fusion energy technologies. https://t.co/mV85X6odh6 https://t.co/E7hgsbv0bc,nuclear fusion technology
6385,6385,['1667737680493543425'],1.67e+18,"Why the 'Mother of Dragons' at SpaceX left her job building rockets to work on nuclear fusion

Darby Dunn, the Vice President of operations at Commonwealth Fusion https://t.co/N90QYXMhL1 courtesy Commonw...
#Technology @qnewshub @qnewscrunch
https://t.co/7hv54lGxv2",nuclear fusion technology
6386,6386,['1667677488862953476'],1.67e+18,"@Earth911 May take longer than fusion energy! Has already been attempted &gt; 130 YEARS! No technology has taken that long to successfully develop by a long shot. Not nuclear energy, not the nuclear bomb, laser, computers, airplanes, medical cures, rockets &amp; going to the moon - nothing!",nuclear fusion technology
6387,6387,['1667669709779607552'],1.67e+18,"RT @washingtonpost: U.S. scientists to report fusion energy ?â‚¬?breakthrough?â‚¬? in quest to develop a technology that provides unlimited, cheap,?â‚¬?",nuclear fusion technology
6388,6388,['1667487423704563714'],1.67e+18,"@KingKong9888 There's no nuclear fusion or extraterrestrial technology, and they've got 15 years of oil left. That's why they communicate the way they do.",nuclear fusion technology
6389,6389,['1667372480829308928'],1.67e+18,@arc_forum With technological advancement and refinement of said technology that pushes away from the use of fossil fuels. This should be done along side these developments to allow time for industries to adapt Energy sources such as nuclear and fusion should be pursued as it is clean.,nuclear fusion technology
6390,6390,['1667348878822379522'],1.67e+18,"Rise of the robotic avatar: Meet the #AvatarXPRIZE winner, security androids and fusion reactor robotics at the cutting edge of avatar technology
read more: https://t.co/ya5zrZw7cr",nuclear fusion technology
6391,6391,['1667342988698173442'],1.67e+18,High energy photons theory at the start of big bang showed that the speed higher then the light is possible with the possibility of photon based acceleration technology based on nuclear fusion.,nuclear fusion technology
6392,6392,['1667314889336004608'],1.67e+18,"@carl_stein_ @mdawese11 @CarolineLucas Also a reminder of the enormous(typically measured in decades) lead times involved in getting nuclear fusion reactors for electricity generation from idea to completion, never mind the expense involved in this particular technology. Solar and wind in comparison is far far quicker",nuclear fusion technology
6393,6393,['1667258567118802958'],1.67e+18,We have to use technology to have renewable energy. The scientists are working on new nuclear fusion that doesn't hurt the environment. It's a race to make our world a non polluting one. In the meantime R.I. has a good start on wind farms and solar farms. https://t.co/YgVBEtva5O,nuclear fusion technology
6394,6394,['1667251726435352576'],1.67e+18,"Check out @neimagazine's, ""New Value From Fusion Neutrons"" which takes a closer look at our four-phased approach to commercializing fusion: https://t.co/5jLr6HobtT

#fusion #technology #neutron #engineering #cleanenergy #ndt #nuclearmedicine #nuclear",nuclear fusion technology
6395,6395,['1667187719305306120'],1.67e+18,@newscientist What technology would they use to travel across lightyears of space... Nuclear fusion-powered engines? Or something beyond human imagination.,nuclear fusion technology
6396,6396,['1667152658891784192'],1.67e+18,The @UKAEAofficial has awarded ??6.8m in contracts to seven organizations developing #fusion energy technologies. https://t.co/mV85X6odh6 https://t.co/wGO4ZXge9w,nuclear fusion technology
6397,6397,['1667051397857280005'],1.67e+18,"EU governments are not nearly as focused on technology as US &amp; China are. Whereas Biden takes a personal interest in nuclear fusion, Europe?â‚¬?s Luddite leaders prefer regulation When you have no stake in it, you tend to think of a new technology as a threat
https://t.co/t7UFyjDLGZ",nuclear fusion technology
